year,month,author,additions,deletions
2016,1,Mike Bostock,3,3
2016,1,Mike Bostock,3,3
2016,1,Mike Bostock,18,10
2016,1,Mike Bostock,8,8
2016,1,Mike Bostock,10,10
2016,1,Mike Bostock,25,8
2016,1,Mike Bostock,47,15
2016,1,Mike Bostock,78,1
2015,9,Stef Walter,7,7
2016,1,Mike Bostock,1,1
2016,1,Mike Bostock,2,2
2016,1,Mike Bostock,14,0
2016,1,Mike Bostock,30,0
2016,1,Mike Bostock,7,0
2016,1,Mike Bostock,58,58
2016,1,Mike Bostock,1,1
2016,1,Mike Bostock,137,1
2016,1,Mike Bostock,23,0
2016,1,Mike Bostock,94,187
2016,1,Mike Bostock,1,1
2016,1,Mike Bostock,373,0
2015,12,Mike Bostock,18,12
2015,12,Mike Bostock,52,17
2015,12,Mike Bostock,3,3
2015,12,Mike Bostock,44,9
2015,12,Sherry Zhou,1,1
2015,11,Mike Bostock,9,9
2015,11,Mike Bostock,3,3
2015,11,Mike Bostock,38,38
2015,11,Mike Bostock,21,20
2015,11,Mike Bostock,3,3
2015,11,Mike Bostock,6,7
2015,11,Mike Bostock,148,144
2015,11,Mike Bostock,143,139
2015,11,Mike Bostock,1080,900
2015,11,Mike Bostock,14,16
2015,11,Mike Bostock,21,5
2015,11,Mike Bostock,17,3
2015,11,Mike Bostock,646,646
2015,11,Mike Bostock,5,3
2015,10,Mike Bostock,1,1
2015,10,Mike Bostock,8,14
2015,10,Mike Bostock,3,3
2015,10,Mike Bostock,12,4
2015,10,Mike Bostock,2,1
2015,10,Mike Bostock,136,0
2015,10,Mike Bostock,26,11
2015,10,Mike Bostock,23,16
2015,10,Mike Bostock,118,111
2015,10,Mike Bostock,205,163
2015,10,ppeterka,136,0
2015,10,Mike Bostock,51,13
2015,10,Mike Bostock,6,3
2015,10,Mike Bostock,44,34
2015,10,Mike Bostock,78,61
2015,10,Mike Bostock,27,18
2015,10,Mike Bostock,3,3
2015,10,Mike Bostock,3,3
2015,10,Mike Bostock,8,18
2015,10,Mike Bostock,6,1
2015,10,Mike Bostock,5,1
2015,10,Mike Bostock,18,18
2015,10,Mike Bostock,16,0
2015,10,Mike Bostock,1,1
2015,10,Mike Bostock,16,0
2015,10,Mike Bostock,1,1
2015,10,Mike Bostock,16,0
2015,10,Mike Bostock,16,0
2015,10,Mike Bostock,42,6
2015,9,Yuichi Yazaki,16,0
2015,8,leitzler,16,0
2015,7,Mike Bostock,2,3
2015,7,Mike Bostock,31,56
2015,7,Mike Bostock,2,3
2015,7,Mike Bostock,0,32
2015,7,Mike Bostock,0,1
2015,7,Mike Bostock,19,8
2015,5,Mike Bostock,1,6
2015,5,Gilad Peleg,1,6
2015,5,Chris Rebert,0,1
2015,5,patriciaborges,2,1
2015,4,Jaemin Jo,1,1
2015,4,Jaemin Jo,16,0
2015,4,Mike Bostock,1,1
2015,4,Jonathan Huang,1,1
2015,4,Jason Davies,4,4
2015,4,Jason Davies,19,8
2015,3,Nathan Vander Wilt,7,3
2015,3,Jason Davies,3,5
2015,2,Jonathan Huang,1,1
2015,2,Jonathan Huang,1,1
2015,2,Jonathan Huang,1,1
2015,2,Mike Bostock,1,1
2015,2,William Wung,1,1
2015,2,Mike Bostock,1,1
2015,2,Mike Bostock,5,1
2015,2,Mike Bostock,95,14
2015,2,Mike Bostock,1,1
2015,2,Mike Bostock,1,1
2015,2,Mike Bostock,5,0
2015,2,Mike Bostock,1,1
2015,2,Mike Bostock,40,1
2015,2,Mike Bostock,5,15
2015,2,Mike Bostock,327,223
2015,2,Mike Bostock,6,6
2015,2,Mike Bostock,0,3
2015,2,Mike Bostock,16,0
2015,2,Mike Bostock,16,0
2015,2,Mike Bostock,23,8
2015,2,Mike Bostock,12,4
2015,2,Mike Bostock,1,1
2015,2,Mike Bostock,5,5
2015,2,Mike Bostock,20,4
2015,2,Mike Bostock,3,0
2015,2,Mike Bostock,3,1
2015,2,Mike Bostock,1,1
2015,2,Mike Bostock,3,3
2015,2,Jason Davies,7,7
2015,2,Mike Bostock,261,201
2015,2,Wil Gieseler,8,6
2015,2,Wil Gieseler,15,1
2015,2,Alex Simoes,1,1
2015,1,Luca Mussi,13,0
2015,1,Luca Mussi,1,3
2015,1,Luca Mussi,1,1
2015,1,Luca Mussi,28,47
2015,1,Dan Dascalescu,1430,471
2015,1,Vlad-Ștefan Harbuz,7,5
2015,1,Arjen van Oostrum,4,4
2015,1,Arjen van Oostrum,16,0
2015,1,Jason Davies,3,1
2014,12,Thomas Preusse,12,4
2014,12,Mike Bostock,53,22
2014,12,Mike Bostock,27,12
2014,12,Dan Dascalescu,3,4
2014,12,mauromelis,16,0
2014,12,Chris Rebert,0,3
2014,12,Mike Bostock,38,11
2014,12,Mike Bostock,8,8
2014,12,Mike Bostock,32,5
2014,12,Mike Bostock,189,104
2014,12,Mike Bostock,179,94
2014,12,Mike Bostock,6,6
2014,12,Mike Bostock,1248,430
2014,12,Mike Bostock,22,8
2014,12,Mike Bostock,14,8
2014,12,Mike Bostock,26,19
2014,12,Mike Bostock,5,0
2014,12,Mike Bostock,2,6
2014,12,Mike Bostock,2,6
2014,12,Mike Bostock,31,10
2014,11,Dan Dascalescu,8,69
2014,11,Dan Dascalescu,30,81
2014,11,Dan Dascalescu,161,0
2014,11,Max Goldstein,5,4
2014,11,Mike Bostock,5,10
2014,11,Mike Bostock,7,7
2014,11,Mike Bostock,4,4
2014,11,Mike Bostock,7,5
2014,11,Mike Bostock,3,3
2014,11,Mike Bostock,26,35
2014,11,Mike Bostock,18,19
2014,11,Mike Bostock,15,14
2014,11,Mike Bostock,38,38
2014,11,Mike Bostock,58,45
2014,11,Mike Bostock,7,15
2014,11,Mike Bostock,71,26
2014,11,Mike Bostock,5,9
2014,11,Mike Bostock,102,99
2014,11,Mike Bostock,19,11
2014,11,Mike Bostock,186,94
2014,11,Mike Bostock,60,37
2014,11,Mike Bostock,1,1
2014,11,Mike Bostock,13,12
2014,11,Mike Bostock,34,81
2014,11,Mike Bostock,54,17
2014,11,Mike Bostock,11,11
2014,11,Mike Bostock,28,19
2014,11,Mike Bostock,15,3
2014,11,Mike Bostock,3,3
2014,11,Mike Bostock,12,1
2014,11,Mike Bostock,48,33
2014,11,Mike Bostock,19,24
2014,11,Mike Bostock,76,69
2014,11,Mike Bostock,23,9
2014,11,Mike Bostock,17,18
2014,11,Mike Bostock,11,7
2014,11,Mike Bostock,80,27
2014,11,Mike Bostock,78,95
2014,11,Mike Bostock,59,9
2014,11,Mike Bostock,46,40
2014,11,Mike Bostock,23,20
2014,11,Mike Bostock,35,55
2014,11,Mike Bostock,157,1
2014,11,Mike Bostock,10,10
2014,11,Mike Bostock,117,16
2014,11,Mike Bostock,6,6
2014,11,Mike Bostock,108,13
2014,11,Mike Bostock,26,24
2014,11,Mike Bostock,32,0
2014,11,Mike Bostock,16,0
2014,11,Mike Bostock,16,0
2014,11,Mike Bostock,15,14
2014,11,Mike Bostock,15,14
2014,11,Mike Bostock,126,107
2014,11,Mike Bostock,35,17
2014,11,Mike Bostock,16,16
2014,11,Mike Bostock,37,10
2014,11,Mike Bostock,3,3
2014,11,Mike Bostock,4,4
2014,11,Mike Bostock,14,8
2014,11,Mike Bostock,14,8
2014,11,Jason Davies,2,2
2014,11,Jason Davies,4,4
2014,11,Jason Davies,3,3
2014,10,Alon Levy,7,7
2014,10,Mike Bostock,37,10
2014,10,Mike Bostock,3,3
2014,10,Jason Davies,35,17
2014,10,Mike Bostock,2,2
2014,10,Robert Buchholz,2,2
2014,10,Mike Bostock,126,107
2014,10,Dorota,1,1
2014,10,Mike Bostock,946,714
2014,10,Phil Elson,14,14
2014,10,Phil Elson,1,0
2014,10,Jason Davies,6,6
2014,10,Mike Bostock,1,5
2014,10,Mike Bostock,17,17
2014,10,Mike Bostock,8,10
2014,10,Mike Bostock,19,17
2014,10,Mike Bostock,72,24
2014,10,Mike Bostock,28,25
2014,10,Mike Bostock,6,4
2014,10,Mike Bostock,31,3
2014,10,Mike Bostock,26,16
2014,10,Mike Bostock,262,260
2014,10,Mike Bostock,100,25
2014,10,Mike Bostock,38,99
2014,10,Mike Bostock,6,4
2014,10,Mike Bostock,93,158
2014,10,Mike Bostock,36,133
2014,10,Mike Bostock,15,18
2014,10,Mike Bostock,38,99
2014,10,Mike Bostock,58,20
2014,10,Jason Davies,15,5
2014,10,Jason Davies,29,8
2014,10,Jason Davies,11,5
2014,10,Mike Bostock,219,75
2014,10,Mike Bostock,58,101
2014,10,Mike Bostock,12,15
2014,10,Mike Bostock,33,0
2014,10,Mike Bostock,5,5
2014,10,Mike Bostock,135,54
2014,10,John Firebaugh,51,19
2014,10,Mike Bostock,262,260
2014,10,Dorota,16,0
2014,10,Jason Davies,5,5
2014,10,Mike Bostock,13,19
2014,10,Jason Davies,3,0
2014,7,Dave Landry,16,0
2014,7,Dave Landry,16,0
2014,10,Mike Bostock,1,1
2014,10,Mike Bostock,16,0
2014,10,Mike Bostock,1,1
2014,10,Mike Bostock,16,0
2014,10,Jason Davies,19,13
2014,10,Mike Bostock,26,9
2014,10,Mike Bostock,0,7
2014,10,Mike Bostock,31,3
2014,10,Jason Davies,6,4
2014,10,Jason Davies,26,26
2014,8,Jason Davies,71,23
2014,10,Mike Bostock,8,8
2014,10,Mike Bostock,7,5
2014,10,Mike Bostock,19,32
2014,8,Jason Davies,22,9
2014,10,Jason Davies,10,5
2014,10,Mike Bostock,3,0
2014,10,Mike Bostock,6,6
2014,10,Mike Bostock,8,3
2014,10,Mike Bostock,5,4
2014,10,Mike Bostock,49,58
2014,10,Mike Bostock,80,80
2014,10,Mike Bostock,18,7
2014,10,Mike Bostock,7,5
2014,10,Mike Bostock,8,4
2014,10,Jason Davies,8,4
2014,10,Yves Le Maout,11,11
2014,9,Jason Davies,7,5
2014,9,Thomas Fankhauser,28,28
2014,9,Thomas Fankhauser,21,21
2014,9,Thomas Fankhauser,44,35
2014,9,Jason Davies,7,3
2014,8,Philippe Serhal,16,0
2014,8,Philippe Serhal,16,0
2014,8,Martin Häcker,1,1
2014,8,Mike Bostock,12,6
2014,8,Mike Bostock,15,19
2014,8,Martin Häcker,16,0
2014,8,Martin Häcker,16,0
2014,8,Jason Davies,80,80
2014,7,Jason Davies,49,58
2014,8,Mike Bostock,1,0
2014,7,Jason Davies,18,7
2014,7,Mike Bostock,18,11
2014,7,Mike Bostock,4,4
2014,6,Mike Bostock,8,1
2014,7,Mike Bostock,23,43
2014,7,Mike Bostock,6,15
2014,7,Mike Bostock,12,23
2014,7,Mike Bostock,1,1
2014,7,Mike Bostock,16,0
2014,7,Mike Bostock,12,23
2014,7,José Romeu García,16,0
2014,6,Mike Bostock,146,155
2014,6,Mike Bostock,7,0
2014,6,Mike Bostock,12,3
2014,6,Mike Bostock,3,3
2014,6,Mike Bostock,2,2
2014,6,Mike Bostock,87,144
2014,6,Jason Davies,12,3
2014,6,Jason Davies,39,7
2014,6,Mike Bostock,87,144
2014,6,Tim Branyen,2,2
2014,6,Jason Davies,5,7
2014,6,Mike Bostock,6,10
2014,6,Jason Davies,29,13
2014,6,Jason Davies,43,26
2014,6,Mike Bostock,79,5
2014,5,Mike Bostock,108,13
2014,5,Philip Jägenstedt,1,1
2014,5,Thomas Fankhauser,5,5
2014,5,afc163,7,0
2014,5,Mike Bostock,34,17
2014,5,Mike Bostock,2,6
2014,5,Jason Davies,32,11
2014,5,Mike Bostock,489,481
2014,5,Mike Bostock,470,471
2014,5,Mike Bostock,15,6
2014,5,ljani,136,0
2014,5,Mike Bostock,1,1
2014,5,Mike Bostock,38,74
2014,5,Mike Bostock,119,116
2014,5,Mike Bostock,283,291
2014,5,Mike Bostock,261,232
2014,5,Mike Bostock,270,259
2014,5,Erin Jane,1,1
2014,5,Prajit Ramachandran,49,7
2014,4,Mike Bostock,15,6
2014,4,Mike Bostock,34,37
2014,4,Mike Bostock,11,15
2014,4,Mike Bostock,11,9
2014,4,Mike Bostock,9,10
2014,4,Jason Davies,11,15
2014,4,Mike Bostock,11,9
2014,4,Jason Davies,23,23
2014,4,Mike Bostock,9,10
2014,4,Mike Bostock,134,147
2014,4,Mike Bostock,28,15
2014,4,Mike Bostock,7,17
2014,4,Mike Bostock,41,0
2014,4,Mike Bostock,9,8
2014,4,Mike Bostock,73,131
2014,4,Jason Davies,29,16
2014,3,Mike Bostock,518,304
2014,3,Mike Bostock,5,5
2014,3,Mike Bostock,27,33
2014,3,Mike Bostock,12,3
2014,3,Mike Bostock,5,1
2014,3,Mike Bostock,8,6
2014,3,Mike Bostock,11,10
2014,3,Mike Bostock,42,37
2014,3,Mike Bostock,52,11
2014,3,Mike Bostock,5,3
2014,3,Mike Bostock,98,98
2014,2,Mike Bostock,23,25
2014,2,Darrick Brown,12,12
2013,7,Timmy Willison,3,5
2013,7,Timmy Willison,7,7
2014,3,Mike Bostock,10,3
2014,3,Mike Bostock,7,39
2014,3,Mike Bostock,17,13
2014,3,Mike Bostock,100,63
2014,3,Mike Bostock,3,1
2014,3,Mike Bostock,8,7
2014,3,Mike Bostock,14,14
2014,3,Mike Bostock,173,32
2014,3,Mike Bostock,136,0
2014,3,Mike Bostock,12,12
2014,3,Jim Kang,12,12
2014,3,Roger Bramon,136,0
2014,3,Jason Davies,2,2
2014,3,Jason Davies,17,1
2014,3,Mike Bostock,136,0
2014,3,Fabricio Tavares de Oliveira,136,0
2014,3,Mike Bostock,16,0
2014,3,Alexander WU,16,0
2014,3,Mike Bostock,1,1
2014,2,Mike Bostock,21,17
2014,2,Jason Davies,16,12
2014,2,Mike Bostock,38,11
2014,2,Mike Bostock,29,9
2014,2,Mike Bostock,9,2
2014,2,Mike Bostock,1,1
2014,2,jbblanchet,5,0
2014,2,jbblanchet,4,2
2014,2,PatrickJS,1,1
2014,1,Mike Bostock,1,0
2014,1,Jesus Magana,1,0
2014,1,Mike Bostock,19,0
2014,1,Mike Bostock,1,1
2014,1,kmindi,1,1
2014,1,kmindi,1,2
2014,1,kmindi,20,0
2014,1,Mike Bostock,32,44
2014,1,Jason Davies,1,1
2014,1,Mike Bostock,4,4
2014,1,Mike Bostock,9,10
2014,1,Mike Bostock,3,3
2014,1,Mike Bostock,164,56
2014,1,Mike Bostock,10,5
2014,1,Mike Bostock,10,5
2014,1,Mike Bostock,6,6
2014,1,Mike Bostock,45,27
2014,1,Mike Bostock,6982,6924
2014,1,Mike Bostock,226,97
2014,1,Mike Bostock,43,28
2014,1,Mike Bostock,135,175
2014,1,Mike Bostock,37,50
2014,1,Mike Bostock,127,20
2014,1,Mike Bostock,3,1
2014,1,Mike Bostock,41,28
2014,1,Mike Bostock,132,1
2014,1,Mike Bostock,32,55
2014,1,Mike Bostock,26,0
2014,1,Mike Bostock,74,66
2014,1,Mike Bostock,113,120
2014,1,Mike Bostock,16,0
2014,1,Mike Bostock,14,13
2014,1,Mike Bostock,775,774
2013,11,Mike Bostock,1095,1082
2014,1,Mike Bostock,72,87
2013,12,Mike Bostock,3,3
2013,12,Mike Bostock,78,26
2013,12,Mike Bostock,117,25
2013,12,Mike Bostock,19,9
2013,12,Mike Bostock,7,8
2013,12,Stuart Glaser,6,0
2013,12,Stuart Glaser,5,0
2013,12,Mike Bostock,77,31
2013,12,Mike Bostock,35,20
2013,12,Mike Bostock,28,9
2013,12,Mike Bostock,16,4
2013,12,Mike Bostock,28,9
2013,12,Mike Bostock,47,59
2013,12,Mike Bostock,42,37
2013,12,Mike Bostock,3,3
2013,12,Daniel Goldbach,3,3
2013,12,Mike Bostock,16,4
2013,12,Daniel Goldbach,1,1
2013,12,Daniel Goldbach,49,42
2013,12,Daniel Goldbach,21,17
2013,12,Mike Bostock,54,32
2013,12,Mike Bostock,8,1
2013,11,Mike Bostock,11,11
2013,11,Guy Bedford,8,1
2013,11,Daniel Goldbach,15,16
2013,11,Daniel Goldbach,6,6
2013,11,Daniel Goldbach,9,2
2013,11,Daniel Goldbach,16,8
2013,11,Daniel Goldbach,0,2
2013,11,Daniel Goldbach,0,2
2013,11,Daniel Goldbach,2,0
2013,11,Daniel Goldbach,7,7
2013,11,Daniel Goldbach,18,0
2013,11,Daniel Goldbach,41,33
2013,11,Daniel Goldbach,29,71
2013,11,Daniel Goldbach,7,6
2013,11,Daniel Goldbach,147,11
2013,11,Mike Bostock,1,1
2013,11,Mike Bostock,2,0
2013,11,Mike Bostock,36,37
2013,11,Mike Bostock,6,6
2013,11,Mike Bostock,4,4
2013,11,Mike Bostock,6,6
2013,11,Mike Bostock,4,4
2013,11,Mike Bostock,22,34
2013,11,Jason Davies,22,11
2013,11,Mike Bostock,7,0
2013,11,Daniel Goldbach,25,0
2013,11,Daniel Goldbach,27,72
2013,11,Daniel Goldbach,5,4
2013,11,Daniel Goldbach,6,0
2013,11,Daniel Goldbach,4,2
2013,11,Daniel Goldbach,3,5
2013,11,Mike Bostock,25,0
2013,11,Daniel Goldbach,0,0
2013,11,Daniel Goldbach,49,80
2013,11,Daniel Goldbach,49,80
2013,11,Daniel Goldbach,5,5
2013,11,Guy Bedford,5,0
2013,11,Mike Bostock,2,2
2013,11,Nathan Vander Wilt,4,4
2013,11,Nathan Vander Wilt,2,2
2013,10,Mike Bostock,188,84
2013,10,Mike Bostock,20,15
2013,10,Mike Bostock,64,11
2013,10,Mike Bostock,20,15
2013,10,Mike Bostock,45,29
2013,10,Mike Bostock,41,4
2013,10,Harry Voorhees,9,5
2013,10,Harry Voorhees,15,18
2013,10,Harry Voorhees,25,21
2013,10,Mike Bostock,84,84
2013,10,Mike Bostock,73,55
2013,10,Jason Davies,63,35
2013,10,Mike Bostock,357,322
2013,10,Mike Bostock,21,11
2013,10,Mike Bostock,306,289
2013,10,Mike Bostock,7,2
2013,10,Mike Bostock,5,7
2013,10,Mike Bostock,10,4
2013,10,Mike Bostock,18,16
2013,10,Jason Davies,299,287
2013,10,Jason Davies,17,5
2013,10,Mike Bostock,2,2
2013,10,Mike Bostock,10,0
2013,10,Mike Bostock,11,3186
2013,10,Mike Bostock,184,256
2013,10,Mike Bostock,2175,1443
2013,10,Mike Bostock,30,29
2013,10,Mike Bostock,60,60
2013,10,Mike Bostock,26,27
2013,10,Mike Bostock,5,7
2013,10,Mike Bostock,3,3
2013,10,Mike Bostock,7,12
2013,10,Mike Bostock,25,27
2013,10,Mike Bostock,43,32
2013,10,Harry Voorhees,24,4
2013,10,Harry Voorhees,10,0
2013,10,Mike Bostock,19,16
2013,10,Mike Bostock,4,3
2013,10,Mike Bostock,55,11
2013,10,Mike Bostock,24,16
2013,10,Mike Bostock,6,6
2013,10,Mike Bostock,9,9
2013,10,Mike Bostock,3,3
2013,10,Mike Bostock,17,24
2013,10,Mike Bostock,291,223
2013,10,Mike Bostock,6,6
2013,10,Harry Voorhees,2,0
2013,10,Mike Bostock,3,3
2013,10,Mike Bostock,6,9
2013,10,Mike Bostock,65,66
2013,10,Jason Davies,9,9
2013,10,Mike Bostock,18,6
2013,10,Mike Bostock,4,4
2013,10,Jason Davies,3,3
2013,10,Jason Davies,5,11
2013,10,Jason Davies,3,7
2013,10,Mike Bostock,3,3
2013,10,Jason Davies,7,3
2013,10,Jason Davies,15,9
2013,10,Mike Bostock,50,7
2013,10,Mike Bostock,45,27
2013,9,Mike Bostock,215,153
2013,9,Mike Bostock,24,0
2013,9,Mike Bostock,5,5
2013,9,Mike Bostock,13,18
2013,9,Mike Bostock,20,16
2013,9,Mike Bostock,10,27
2013,9,Mike Bostock,11,14
2013,9,Mike Bostock,6,6
2013,9,Mike Bostock,3,3
2013,9,Mike Bostock,11,11
2013,9,Mike Bostock,60,59
2013,9,Mike Bostock,3,3
2013,9,Mike Bostock,119,177
2013,9,Mike Bostock,15,22
2013,9,Mike Bostock,3,5
2013,9,Mike Bostock,15,15
2013,9,Mike Bostock,91,86
2013,9,Mike Bostock,5,9
2013,9,Mike Bostock,3,3
2013,9,Mike Bostock,0,27
2013,9,Mike Bostock,103,95
2013,9,Mike Bostock,16,16
2013,9,Mike Bostock,34,34
2013,9,Mike Bostock,84,90
2013,9,Mike Bostock,57,58
2013,9,Mike Bostock,10,10
2013,9,Mike Bostock,343,343
2013,9,Mike Bostock,447,449
2013,9,Mike Bostock,61,61
2013,9,Mike Bostock,129,147
2013,9,Mike Bostock,30,40
2013,9,Mike Bostock,1321,2248
2013,9,Mike Bostock,971,959
2013,9,Mike Bostock,1515,0
2013,10,Mike Bostock,16,23
2013,10,Jason Davies,5,5
2013,10,Jason Davies,53,61
2013,10,Jason Davies,10,9
2013,10,Jason Davies,259,184
2013,9,Mike Bostock,241,197
2013,9,Mike Bostock,6,6
2013,9,Mike Bostock,9,9
2013,9,Mike Bostock,30,35
2013,9,Jason Davies,34,39
2013,9,Mike Bostock,76,26
2013,9,Mike Bostock,7,7
2013,9,Mike Bostock,2,3
2013,9,Mike Bostock,53,49
2013,9,Mike Bostock,3,5
2013,9,Jason Davies,17,31
2013,9,Jason Davies,21,24
2013,9,Mike Bostock,3,3
2013,9,Mike Bostock,7,7
2013,9,Jason Davies,56,36
2013,9,Jason Davies,23,19
2013,9,Jason Davies,74,28
2013,9,Mike Bostock,66,33
2013,9,Mike Bostock,61,28
2013,9,Mike Bostock,66,36
2013,9,Mike Bostock,11,3
2013,9,Mike Bostock,5,5
2013,9,Mike Bostock,44,19
2013,9,Mike Bostock,11,3
2013,9,Mike Bostock,5,5
2013,9,Jason Davies,44,19
2013,9,Jason Davies,1,4
2013,9,Jason Davies,3,3
2013,9,Mike Bostock,133,85
2013,9,Mike Bostock,77,44
2013,9,Mike Bostock,46,14
2013,9,Mike Bostock,5,14
2013,9,Mike Bostock,7,15
2013,9,Mike Bostock,13,6
2013,8,Jason Davies,3,3
2013,8,Jason Davies,20,13
2013,8,Jason Davies,6,6
2013,8,Jason Davies,9,9
2013,8,Jason Davies,4,11
2013,8,Jason Davies,13,5
2013,8,Jason Davies,48,23
2013,8,Jason Davies,39,14
2013,8,Mike Bostock,39,39
2013,8,Mike Bostock,6,6
2013,8,Mike Bostock,11,7
2013,8,Mike Bostock,11,4
2013,8,Mike Bostock,4,4
2013,8,Jason Davies,4,4
2013,8,Jason Davies,1,1
2013,8,Jason Davies,12,5
2013,8,Mike Bostock,28,27
2013,8,Mike Bostock,39,22
2013,8,Jason Davies,7,3
2013,8,Mike Bostock,6,6
2013,8,Mike Bostock,3,3
2013,8,Mike Bostock,138,21
2013,8,Mike Bostock,8,8
2013,8,Mike Bostock,203,199
2013,8,Mike Bostock,6,10
2013,8,Mike Bostock,65,95
2013,8,Mike Bostock,9,9
2013,8,Mike Bostock,43,5
2013,8,Mike Bostock,188,118
2013,8,Mike Bostock,85,135
2013,8,Mike Bostock,15,14
2013,8,Mike Bostock,108,112
2013,8,Mike Bostock,97,82
2013,8,Mike Bostock,10,10
2013,8,Mike Bostock,30,28
2013,8,Mike Bostock,11,12
2013,8,Mike Bostock,42,24
2013,8,Mike Bostock,5,5
2013,8,Mike Bostock,62,55
2013,8,Mike Bostock,8,3
2013,8,Mike Bostock,138,43
2013,8,Mike Bostock,121,54
2013,8,Mike Bostock,26,23
2013,8,Mike Bostock,6,3
2013,8,Mike Bostock,56,44
2013,8,Mike Bostock,3,2
2013,8,Mike Bostock,32,22
2013,8,Mike Bostock,6,6
2013,8,Mike Bostock,172,182
2013,8,Mike Bostock,21,7
2013,8,Mike Bostock,36,2
2013,8,Mike Bostock,37,19
2013,8,Mike Bostock,45,13
2013,8,Mike Bostock,66,21
2013,8,Mike Bostock,142,103
2013,8,Mike Bostock,25,11
2013,8,Mike Bostock,10,14
2013,8,Mike Bostock,4,14
2013,8,Mike Bostock,14,9
2013,8,Mike Bostock,5,1
2013,8,Mike Bostock,6,10
2013,8,Mike Bostock,66,6
2013,8,Mike Bostock,44,34
2013,8,Mike Bostock,75,22
2013,8,Mike Bostock,3,3
2013,8,Mike Bostock,155,68
2013,6,Mike Bostock,64,161
2013,8,Mike Bostock,66,21
2013,8,Mike Bostock,9,9
2013,8,Mike Bostock,36,6
2013,8,Mike Bostock,7,5
2013,8,Mike Bostock,3,5
2013,8,Mike Bostock,38,2
2013,8,Mike Bostock,37,19
2013,8,Mike Bostock,141,93
2013,8,Mike Bostock,15,4
2013,8,Mike Bostock,84,53
2013,8,Mike Bostock,19,11
2013,8,Mike Bostock,9,9
2013,8,Mike Bostock,3,4
2013,8,Mike Bostock,3,3
2013,8,Mike Bostock,5,5
2013,8,Mike Bostock,12,12
2013,8,Mike Bostock,2,2
2013,8,Mike Bostock,9,10
2013,7,Jason Davies,3,3
2013,7,Mike Bostock,29,24
2013,7,Jason Davies,13,9
2013,7,Mike Bostock,7,7
2013,7,Mike Bostock,10,0
2013,7,Leonardo Dutra,2,2
2013,7,Leonardo Dutra,3,2
2013,7,adnan,8,6
2013,7,Leonardo Dutra,1,1
2013,7,Leonardo Dutra,2,2
2013,7,Leonardo Dutra,1,1
2013,7,Leonardo Dutra,3,4
2013,7,Leonardo Dutra,1,1
2013,7,Leonardo Dutra,1,1
2013,7,Mike Bostock,19,11
2013,7,Jason Davies,70,49
2013,7,Jason Davies,6,5
2013,7,Mike Bostock,3,3
2013,7,Mike Bostock,16,5
2013,7,Mike Bostock,5,4
2013,7,Mike Bostock,525,546
2013,7,Mike Bostock,3,3
2013,7,Mike Bostock,51,47
2013,7,Mike Bostock,16,18
2013,7,Mike Bostock,10,14
2013,7,Mike Bostock,99,127
2013,7,Mike Bostock,350,341
2013,7,Mike Bostock,14,18
2013,7,Mike Bostock,15,20
2013,7,Mike Bostock,6,3
2013,7,Mike Bostock,51,47
2013,7,Mike Bostock,3,3
2013,7,Mike Bostock,35,10
2013,7,Mike Bostock,4,2
2013,7,Mike Bostock,341,322
2013,7,Mike Bostock,88,102
2013,7,Mike Bostock,223,196
2013,7,Mike Bostock,31,25
2013,7,Mike Bostock,13,13
2013,7,Mike Bostock,32,8
2013,7,Mike Bostock,58,96
2013,7,Mike Bostock,0,1
2013,7,Mike Bostock,0,1
2013,7,Mike Bostock,33,29
2013,7,Mike Bostock,127,110
2013,7,Mike Bostock,91,86
2013,7,Mike Bostock,10,9
2013,7,Mike Bostock,12,12
2013,7,Mike Bostock,22,16
2013,7,Mike Bostock,12,14
2013,7,Jason Davies,1,1
2013,7,Jason Davies,22,7
2013,7,Mike Bostock,6,6
2013,7,Mike Bostock,138,64
2013,7,Mike Bostock,12,13
2013,7,Mike Bostock,262,171
2013,7,Mike Bostock,261,170
2013,7,Mike Bostock,86,17
2013,7,Mike Bostock,13,23
2013,7,Mike Bostock,51,12
2013,7,Mike Bostock,91,56
2013,7,Mike Bostock,12,13
2013,7,Mike Bostock,12,14
2013,6,Mike Bostock,51,23
2013,7,Mike Bostock,455,355
2013,7,Mike Bostock,2,2
2013,7,Mike Bostock,11,21
2013,7,Mike Bostock,10,4
2013,7,Mike Bostock,20,2
2013,7,Mike Bostock,3,7
2013,7,Mike Bostock,22,0
2013,7,Mike Bostock,52,25
2013,7,Mike Bostock,437,349
2013,7,Mike Bostock,36,9
2013,7,Mike Bostock,54,66
2013,7,Mike Bostock,224,139
2013,7,Mike Bostock,130,142
2013,7,Mike Bostock,18,6
2013,7,Mike Bostock,1,4
2013,6,Mike Bostock,6,0
2013,6,Mike Bostock,48,66
2013,6,Mike Bostock,36,9
2013,6,Mike Bostock,22,8
2013,6,Mike Bostock,2,1
2013,6,Mike Bostock,8,8
2013,6,Mike Bostock,8,8
2013,6,Mike Bostock,44,0
2013,6,Mike Bostock,2,0
2013,6,Jared Forsyth,37,3
2013,6,Jared Forsyth,10,0
2013,6,Mike Bostock,122,134
2013,6,Mike Bostock,168,145
2013,6,Mike Bostock,67,11
2013,6,Mike Bostock,1,1
2013,6,Mike Bostock,13,7
2013,6,Mike Bostock,46,20
