year,month,author,additions,deletions
2013,6,Mike Bostock,0,0
2013,6,Mike Bostock,14,25
2013,6,Mike Bostock,62,0
2013,6,Jason Davies,13,6
2013,6,Mike Bostock,5,5
2013,6,Mike Bostock,270,288
2013,6,Mike Bostock,93,6
2013,6,Mike Bostock,27,30
2013,6,Mike Bostock,64,86
2013,6,Mike Bostock,1,1
2013,6,Mike Bostock,27,45
2013,6,Jason Davies,12,10
2013,6,Erik Cunningham,0,2
2013,6,Erik Cunningham,46,1
2013,6,Erik Cunningham,19,0
2013,6,Mike Bostock,7,7
2013,6,Mike Bostock,3,3
2013,6,Mike Bostock,5,5
2013,6,Mike Bostock,86,1
2013,6,adnan,7,5
2013,6,Mike Bostock,85,38
2013,6,Mike Bostock,25,6
2013,6,Mike Bostock,8,5
2013,6,Mike Bostock,7,7
2013,6,Mike Bostock,5,5
2013,6,Mike Bostock,8,13
2013,6,Mike Bostock,11,9
2013,6,Mike Bostock,13,13
2013,6,Mike Bostock,45,17
2013,6,Mike Bostock,3,3
2013,6,Jason Davies,8,5
2013,6,Jason Davies,25,6
2013,6,Mike Bostock,2850,1380
2013,6,Mike Bostock,16,0
2013,6,Mike Bostock,17,13
2013,6,Mike Bostock,87,77
2013,6,Mike Bostock,41,37
2013,6,Mike Bostock,77,34
2013,6,Mike Bostock,45,30
2013,5,Jason Davies,77,34
2013,6,Mike Bostock,18,18
2013,6,Mike Bostock,7,7
2013,6,Mike Bostock,10,13
2013,6,Mike Bostock,43,50
2013,6,Jason Davies,124,22
2013,6,Jason Davies,0,2
2012,8,Jason Davies,167,42
2013,6,Jason Davies,524,111
2013,6,Jason Davies,34,32
2013,6,Jason Davies,1,1
2013,6,Mike Bostock,3,3
2013,6,Jason Davies,3,3
2013,6,Mike Bostock,165,0
2013,6,Mike Bostock,3,11
2013,6,Mike Bostock,1,1
2013,1,Jason Davies,291,191
2013,6,Mike Bostock,9,7
2013,6,Mike Bostock,18,8
2013,5,Mike Bostock,25,3
2013,5,Mike Bostock,17,6
2013,5,Mike Bostock,55,25
2013,5,Mike Bostock,72,3
2013,5,Mike Bostock,56,18
2013,5,Mike Bostock,13,13
2013,5,Mike Bostock,44,7
2013,5,Mike Bostock,21,4
2013,5,Mike Bostock,98,76
2013,5,Mike Bostock,29,5
2013,5,Mike Bostock,47,5
2013,5,Mike Bostock,69,28
2013,5,Mike Bostock,23,16
2013,5,Mike Bostock,3,1
2013,5,Mike Bostock,15,5
2013,5,Mike Bostock,3,3
2013,5,Mike Bostock,72,34
2013,5,Mike Bostock,10,8
2013,5,Mike Bostock,1,1
2013,5,Mike Bostock,36,23
2013,5,Mike Bostock,774,718
2013,1,Mike Bostock,95,74
2013,5,Jason Davies,46,26
2012,12,Jason Davies,30,9
2013,5,Mike Bostock,1,3
2013,5,Mike Bostock,14,10
2013,5,Mike Bostock,44,56
2013,5,Jason Davies,11,0
2013,5,Jason Davies,767,714
2013,5,Mike Bostock,8,11
2013,5,Mike Bostock,17,21
2013,5,Mike Bostock,22,2
2013,5,Jason Davies,6,6
2013,5,Mike Bostock,12,10
2013,5,Jason Davies,74,36
2013,5,Mike Bostock,3,3
2013,5,Ryan Alexander,17,0
2013,5,Mike Bostock,202,161
2013,5,Mike Bostock,38,39
2013,5,Mike Bostock,42,10
2013,5,Mike Bostock,42,8
2013,5,Mike Bostock,30,83
2013,5,Mike Bostock,36,13
2013,5,Mike Bostock,36,7
2013,5,Mike Bostock,14,4
2013,5,Mike Bostock,8,8
2013,5,Mike Bostock,5,6
2013,5,Mike Bostock,21,35
2013,5,Mike Bostock,3,3
2013,5,Mike Bostock,0,18
2013,5,Mike Bostock,41,58
2013,5,Mike Bostock,23,23
2013,5,Mike Bostock,55,29
2013,5,Ryan Alexander,2,2
2013,5,Ryan Alexander,5,2
2013,5,Freeyorp,28,5
2013,5,Carlos Rendon,30,4
2013,5,Carlos Rendon,2,3
2013,5,Carlos Rendon,6,7
2013,5,Jason Davies,35,1
2013,5,Jason Davies,7,7
2013,5,Mike Bostock,42,10
2013,5,Carlos Rendon,4,4
2013,5,Carlos Rendon,1,21
2013,5,Carlos Rendon,31,7
2013,5,Carlos Rendon,6,5
2013,5,Mike Bostock,25,16
2013,5,Mike Bostock,10,19
2013,5,Mike Bostock,255,208
2013,5,Mike Bostock,12,12
2013,5,Mike Bostock,15,15
2013,5,Mike Bostock,34,25
2013,5,Mike Bostock,38,20
2013,5,Mike Bostock,1,0
2013,5,Jason Davies,4,9
2013,5,Jason Davies,16,14
2013,5,Jason Davies,17,17
2013,5,Jason Davies,5,5
2013,5,Jason Davies,2,1
2013,5,Mike Bostock,18,3
2013,5,Mike Bostock,79,62
2013,5,Mike Bostock,5,5
2013,5,Mike Bostock,22,18
2013,5,Mike Bostock,5,8
2013,5,Mike Bostock,5,5
2013,5,Mike Bostock,24,24
2013,5,Mike Bostock,108,120
2013,5,shilad,1,0
2013,5,Mike Bostock,5,5
2013,5,Mike Bostock,40,32
2013,5,Mike Bostock,85,63
2013,5,Mike Bostock,10,6
2013,5,Mike Bostock,51,3
2013,5,Mike Bostock,486,111
2013,5,Mike Bostock,2,2
2013,5,Mike Bostock,34,28
2013,5,Mike Bostock,84,62
2013,5,Jason Davies,2,2
2013,5,Jason Davies,2,4
2013,5,Jason Davies,18,13
2013,3,Jason Davies,486,111
2013,5,Jason Davies,51,3
2013,5,Jason Davies,9,5
2013,4,Mike Bostock,14,4
2013,4,Mike Bostock,321,166
2013,4,Mike Bostock,171,32
2013,4,Mike Bostock,37,49
2013,4,Mike Bostock,69,33
2013,4,Mike Bostock,9,20
2013,4,Mike Bostock,2,2
2013,4,Mike Bostock,41,38
2013,4,Mike Bostock,11,7
2013,4,Mike Bostock,27,43
2013,4,Mike Bostock,55,29
2013,4,Mike Bostock,17,7
2013,4,Mike Bostock,1,1
2013,4,Mike Bostock,17,71
2013,4,Mike Bostock,56,18
2013,4,Mike Bostock,22,16
2013,4,Mike Bostock,9,20
2013,4,Mike Bostock,171,32
2013,4,Scott Cheng,12,0
2013,4,Scott Cheng,1,0
2013,4,Scott Cheng,5,0
2013,4,Scott Cheng,3,8
2013,4,Scott Cheng,7,0
2013,4,Scott Cheng,7,6
2013,4,Scott Cheng,2,2
2013,4,Scott Cheng,11,1
2013,4,Jason Davies,1,1
2013,4,Mike Bostock,3,3
2013,4,Chia-liang Kao,1,1
2013,4,Chia-liang Kao,2,2
2013,4,Mike Bostock,243,144
2013,4,Mike Bostock,22,30
2013,4,Mike Bostock,36,28
2013,4,Mike Bostock,12,6
2013,4,Mike Bostock,203,110
2013,4,Mike Bostock,12,6
2013,4,Mike Bostock,7,1
2013,4,Mike Bostock,7,1
2013,4,Mike Bostock,7,5
2013,4,Mike Bostock,6,2
2013,4,Dan Milon,6,2
2013,4,Mike Bostock,12,0
2013,4,Mike Bostock,1,0
2013,4,JD Isaacks,4,13
2013,4,JD Isaacks,28,25
2013,4,John Firebaugh,1,0
2013,4,JD Isaacks,47,6
2013,3,Mike Bostock,53,53
2013,3,Mike Bostock,150,57
2013,3,Dan Tillberg,18,13
2013,3,Lee Leathers,7,1
2013,3,Adam Sunderland,4,4
2013,3,Adam Sunderland,3,3
2013,3,Adam Sunderland,17,0
2013,3,Jason Davies,3,0
2013,3,Jason Davies,21,0
2013,3,Mike Bostock,10,10
2013,3,Mike Bostock,5,5
2013,3,Mike Bostock,71,13
2013,3,Jason Davies,30,0
2013,3,Mike Bostock,8,6
2013,3,Mike Bostock,15,20
2013,3,Jason Davies,11,16
2013,3,Mike Bostock,17609,14616
2013,3,Jason Davies,0,3
2013,3,Jason Davies,19,19
2013,3,Jason Davies,4,4
2013,3,Jason Davies,11,11
2013,3,Mike Bostock,15,29
2013,3,Mike Bostock,435,3
2013,3,Jason Davies,2,2
2013,3,Jason Davies,305,199
2013,3,Jason Davies,4,4
2013,3,Jason Davies,60,46
2013,3,Jason Davies,14,15
2013,3,Jason Davies,40,26
2013,3,Jason Davies,8,6
2013,3,Jason Davies,33,32
2013,3,Jason Davies,24,19
2013,3,Jason Davies,48,46
2013,3,Jason Davies,1,2
2013,3,Jason Davies,3,3
2013,3,Jason Davies,3,1
2013,3,Jason Davies,22,20
2013,3,Jason Davies,9,7
2013,3,Jason Davies,5,3
2013,3,Jason Davies,2,2
2013,3,Jason Davies,6,6
2013,3,Jason Davies,37,37
2013,3,Jason Davies,19,7
2013,3,Jason Davies,282,182
2013,3,Jason Davies,2546,2560
2013,3,Jason Davies,4,4
2013,3,Ilya Boyandin,3,3
2013,3,Mike Bostock,4,1
2013,3,Jason Davies,8,5
2013,3,Mike Bostock,10,8
2013,3,Mike Bostock,36,18
2013,3,Mike Bostock,3,1
2013,3,Jason Davies,99,19
2013,3,Mike Bostock,58,56
2013,3,Jason Davies,60,0
2013,3,Mike Bostock,10,12
2013,3,Jason Davies,4,4
2013,3,Jason Davies,3,3
2013,3,Mike Bostock,5,5
2013,3,Mike Bostock,193,192
2013,3,Jason Davies,5,5
2013,3,Jason Davies,17,5
2013,3,Mike Bostock,3,3
2013,3,Mike Bostock,2,0
2013,3,Mike Bostock,125,125
2013,3,Mike Bostock,22,14
2013,3,Mike Bostock,114,132
2013,3,Mike Bostock,606,630
2013,3,Mike Bostock,170,174
2013,3,Mike Bostock,188,270
2013,3,Mike Bostock,523,740
2013,3,Mike Bostock,18,8
2013,3,Mike Bostock,197,203
2013,3,Mike Bostock,192,195
2013,3,Jason Davies,2716,2392
2013,3,Mike Bostock,1004,877
2013,3,Mike Bostock,72,71
2013,3,Mike Bostock,537,605
2013,3,Mike Bostock,388,388
2013,3,Mike Bostock,45,48
2013,3,Mike Bostock,46,57
2013,3,Mike Bostock,52,46
2013,3,Mike Bostock,180,176
2013,3,Mike Bostock,767,763
2013,3,Mike Bostock,44,56
2013,3,Mike Bostock,10,9
2013,3,Mike Bostock,8,1
2013,3,Mike Bostock,1,1
2013,3,Mike Bostock,3603,3511
2013,3,Mike Bostock,69,83
2013,3,Mike Bostock,180,192
2013,3,Mike Bostock,831,877
2013,3,Mike Bostock,52,50
2013,3,Mike Bostock,103,102
2013,3,Mike Bostock,56,58
2013,3,Mike Bostock,1,1
2013,3,Mike Bostock,28,28
2013,3,Mike Bostock,189,48
2013,3,Mike Bostock,1,1
2013,3,Jason Davies,188,47
2013,3,Mike Bostock,7,7
2013,3,Jason Davies,96,11
2013,3,Mike Bostock,0,0
2013,3,Mike Bostock,0,97
2013,3,Mike Bostock,2,6
2013,3,Mike Bostock,3,3
2013,3,Mike Bostock,7776,7542
2013,3,Mike Bostock,193,98
2013,3,Mike Bostock,1144,1024
2013,3,Mike Bostock,514,376
2013,3,Mike Bostock,25,9
2013,3,Mike Bostock,1354,1377
2013,3,Mike Bostock,57,28
2013,3,Mike Bostock,2,2
2013,3,Jason Davies,2,2
2013,3,Mike Bostock,5,5
2013,3,Mike Bostock,23,7
2013,3,Mike Bostock,419,402
2013,3,Jason Davies,23,7
2013,3,Mike Bostock,859,676
2013,3,Mike Bostock,94,22
2013,3,Mike Bostock,23,23
2013,3,Mike Bostock,5,5
2013,3,Mike Bostock,34,21
2013,3,Jason Davies,34,21
2013,3,Mike Bostock,36,5
2013,3,Mike Bostock,3,0
2013,3,Mike Bostock,20,5
2013,3,Mike Bostock,432,0
2013,3,Mike Bostock,68,7
2013,3,Dean Malmgren,366,0
2013,3,Dean Malmgren,66,0
2013,3,Jason Davies,3,3
2013,3,Jason Davies,6,6
2013,3,Jason Davies,76,17
2013,3,Jason Davies,354,318
2013,3,Mike Bostock,30,17
2013,3,Mike Bostock,74,41
2013,3,Mike Bostock,86,42
2013,3,Mike Bostock,22,14
2013,3,Mike Bostock,261,5
2013,3,Mike Bostock,190,3
2013,3,Mike Bostock,129,79
2013,3,Mike Bostock,84,20
2013,3,Mike Bostock,120,5
2013,3,Mike Bostock,48,3
2013,3,Mike Bostock,106,10
2013,3,Mike Bostock,206,4
2013,3,Mike Bostock,2,3
2013,3,Mike Bostock,288,126
2013,3,Mike Bostock,116,62
2013,3,Mike Bostock,30,7
2013,3,Mike Bostock,104,77
2013,3,Mike Bostock,154,153
2013,3,Jason Davies,122,44
2013,3,Jason Davies,5,1
2013,3,Jason Davies,179,4
2013,3,Mike Bostock,14,28
2013,3,Mike Bostock,12,10
2013,3,Mike Bostock,112,60
2013,3,Mike Bostock,26,10
2013,3,Mike Bostock,31,29
2013,3,Mike Bostock,1,1
2013,3,Jason Davies,26,10
2013,3,Mike Bostock,183,152
2013,3,Mike Bostock,18,12
2013,3,Mike Bostock,189,2
2013,3,Mike Bostock,5,7
2013,3,Mike Bostock,27,12
2013,3,Mike Bostock,63,12
2013,3,Mike Bostock,21,13
2013,3,Mike Bostock,53,14
2013,3,Mike Bostock,80,4
2013,2,Mike Bostock,10,1
2013,2,Jason Davies,105,10
2013,2,Thomas Fankhauser,27,14
2013,2,Thomas Fankhauser,24,23
2013,2,Thomas Fankhauser,57,8
2013,2,Thomas Fankhauser,3,49
2013,2,Mike Bostock,85,41
2013,2,Jason Davies,47,13
2013,2,Mike Bostock,1,1
2013,2,Calvin Metcalf,1,1
2013,2,Mike Bostock,237,36
2013,2,Mike Bostock,74,41
2013,2,Thomas Fankhauser,123,1
2013,2,John Firebaugh,12,16
2013,2,John Firebaugh,210,4
2013,2,Ziggy Jonsson,1,1
2013,2,Ziggy Jonsson,1,1
2013,2,Mike Bostock,424,301
2013,2,Mike Bostock,64,51
2013,2,Mike Bostock,21,28
2013,2,Mike Bostock,36,20
2013,2,Mike Bostock,21,54
2013,2,Mike Bostock,8,8
2013,2,Mike Bostock,84,86
2013,2,Mike Bostock,159,61
2013,2,Mike Bostock,30,9
2013,2,Mike Bostock,148,53
2013,2,Mike Bostock,25,8
2013,2,Mike Bostock,30,9
2013,2,Mike Bostock,5,5
2013,2,Mike Bostock,12,13
2013,2,Mike Bostock,4,4
2013,2,Mike Bostock,8,5
2013,1,Jason Davies,80,4
2013,2,Jason Davies,8,0
2013,2,Mike Bostock,1,1
2013,2,Mike Bostock,8,8
2013,2,Mike Bostock,21,13
2013,2,Mike Bostock,21,54
2013,2,Jason Davies,5,3
2013,2,Mike Bostock,14,8
2013,1,Mike Bostock,75,76
2013,1,Jason Davies,55,50
2013,1,Jason Davies,13,6
2013,1,Mike Bostock,50,1483
2013,1,Mike Bostock,73,75
2013,1,Mike Bostock,7,13
2013,1,Mike Bostock,4,5
2013,1,Mike Bostock,12,12
2013,1,Mike Bostock,4,4
2013,1,Mike Bostock,155,58
2013,1,Mike Bostock,79,19
2013,1,Mike Bostock,42,22
2013,1,Mike Bostock,37,17
2013,1,Mike Bostock,91,46
2013,1,Mike Bostock,60,36
2013,1,Mike Bostock,2,2
2013,1,Mike Bostock,4,5
2013,1,Mike Bostock,38,3
2013,1,Mike Bostock,23,33
2013,1,Isaac Z. Schlueter,2,2
2013,1,Jason Davies,26,5
2013,1,Jason Davies,1,1
2013,1,Mike Bostock,44,20
2013,1,Mike Bostock,8,3
2013,1,Mike Bostock,32,13
2012,12,Jason Davies,8,3
2012,12,Mike Bostock,104,41
2012,12,Mike Bostock,32,9
2012,12,Mike Bostock,51,26
2012,12,Nathan Vander Wilt,9,9
2012,12,Nathan Vander Wilt,23,0
2012,12,Jason Davies,9,11
2012,12,Jason Davies,43,16
2012,12,Jason Davies,18,3
2012,12,Mike Bostock,5,5
2012,12,Mike Bostock,3187,1
2012,12,Mike Bostock,2,2
2012,12,Mike Bostock,20,10
2012,12,Mike Bostock,0,276
2012,12,Mike Bostock,0,90
2012,12,Mike Bostock,0,106
2012,12,Mike Bostock,0,229
2012,12,Mike Bostock,0,265
2012,12,Mike Bostock,0,381
2012,12,Mike Bostock,0,64
2012,12,Mike Bostock,0,111
2012,12,Mike Bostock,0,89
2012,12,Mike Bostock,0,70
2012,12,Mike Bostock,0,38
2012,12,Mike Bostock,2,0
2012,12,Mike Bostock,0,62
2012,12,Mike Bostock,0,109
2012,12,Mike Bostock,0,255
2012,12,Mike Bostock,0,154
2012,12,Mike Bostock,0,70
2012,12,Mike Bostock,0,157
2012,12,Mike Bostock,0,115
2012,12,Mike Bostock,0,0
2012,12,Mike Bostock,0,58
2012,12,Mike Bostock,0,129
2012,12,Mike Bostock,0,51
2012,12,Mike Bostock,0,73
2012,12,Mike Bostock,0,69
2012,12,Mike Bostock,0,7483
2012,12,Mike Bostock,0,186
2012,12,Mike Bostock,0,56
2012,12,Mike Bostock,0,69
2012,12,Mike Bostock,0,164
2012,12,Mike Bostock,0,64
2012,12,Mike Bostock,0,537
2012,12,Mike Bostock,0,135
2012,12,Mike Bostock,0,118
2012,12,Mike Bostock,0,38
2012,12,Mike Bostock,0,10794
2012,12,Mike Bostock,0,87
2012,12,Mike Bostock,2,0
2012,12,Mike Bostock,0,0
2012,12,Mike Bostock,0,0
2012,12,Mike Bostock,0,136
2012,12,Mike Bostock,0,61
2012,12,Mike Bostock,5,0
2012,12,Mike Bostock,0,103
2012,12,Mike Bostock,0,88
2012,12,Mike Bostock,0,217
2012,12,Mike Bostock,0,63
2012,12,Mike Bostock,1,6
2012,12,Mike Bostock,0,101
2012,12,Mike Bostock,0,126
2012,12,Mike Bostock,0,97
2012,12,Mike Bostock,0,224
2012,12,Mike Bostock,0,600
2012,12,Mike Bostock,0,73
2012,12,Mike Bostock,0,57
2012,12,Mike Bostock,0,78
2012,12,Mike Bostock,0,109
2012,12,Mike Bostock,0,98
2012,12,Mike Bostock,0,69
2012,12,Mike Bostock,0,159
2012,12,Mike Bostock,0,125
2012,12,Mike Bostock,0,103
2012,12,Mike Bostock,0,125
2012,12,Mike Bostock,0,66
2012,12,Mike Bostock,0,67
2012,12,Mike Bostock,0,45
2012,12,Mike Bostock,0,187
2012,12,Mike Bostock,0,327
2012,12,Mike Bostock,0,149
2012,12,Mike Bostock,0,314
2012,12,Mike Bostock,0,258
2012,12,Mike Bostock,0,135
2012,12,Mike Bostock,0,46
2012,12,Mike Bostock,0,54
2012,12,Mike Bostock,0,61
2012,12,Mike Bostock,0,89
2012,12,Mike Bostock,0,134
2012,12,Mike Bostock,0,122
2012,12,Mike Bostock,0,68
2012,12,Mike Bostock,0,65
2012,12,Mike Bostock,0,124
2012,12,Mike Bostock,0,60
2012,12,Mike Bostock,0,88
2012,12,Mike Bostock,0,76
2012,12,Mike Bostock,0,22
2012,12,Mike Bostock,0,162
2012,12,Mike Bostock,0,102
2012,12,Mike Bostock,0,98
2012,12,Mike Bostock,0,79
2012,12,Mike Bostock,0,656
2012,12,Mike Bostock,0,68
2012,12,Mike Bostock,0,742
2012,12,Mike Bostock,3,10
2012,12,Mike Bostock,16,31
2012,12,Mike Bostock,24,3
2012,12,Mike Bostock,17,6
2012,12,Mike Bostock,20,10
2012,12,Mike Bostock,3,3
2012,12,Jason Davies,36,7
2012,12,Jason Davies,5,5
2012,12,Mike Bostock,7,8
2012,12,Jason Davies,9,1
2012,12,Jason Davies,54,54
2012,12,Mike Bostock,3,2
2012,12,Mike Bostock,9,18
2012,12,Mike Bostock,14,34
2012,12,Mike Bostock,0,21
2012,12,Mike Bostock,3,3
2012,12,Mike Bostock,83,103
2012,12,Mike Bostock,34,45
2012,12,Mike Bostock,612,634
2012,12,Jason Davies,8,7
2012,12,Mike Bostock,66,75
2012,12,Jason Davies,3,3
2012,12,Jason Davies,14,5
2012,12,Jason Davies,66,17
2012,12,Jason Davies,28,17
2012,12,Mike Bostock,9,14
2012,12,Jason Davies,5,5
2012,12,Jason Davies,3,3
2012,12,Jason Davies,7,3
2012,12,Jason Davies,3,3
2012,12,Mike Bostock,42,30
2012,12,Mike Bostock,5,5
2012,12,Jason Davies,0,1
2012,12,Jason Davies,49,31
2012,12,Jason Davies,6,6
2012,12,Jason Davies,140,124
2012,12,Jason Davies,1,3
2012,12,Jason Davies,86,19
2012,12,Jason Davies,11,10
2012,12,Jason Davies,39,9
2012,12,Jason Davies,30,12
2012,12,Jason Davies,134,388
2012,12,Jason Davies,53,23
2012,12,Jason Davies,16,3
2012,12,Mike Bostock,22,15
2012,12,Mike Bostock,11,11
2012,12,Mike Bostock,12,14
2012,12,Jason Davies,9,5
2012,12,Jason Davies,262,155
2012,12,Mike Bostock,83,50
2012,12,Mike Bostock,35,35
2012,12,Mike Bostock,91,85
2012,12,Mike Bostock,11,4
2012,12,Mike Bostock,158,222
2012,12,Mike Bostock,4,1
2012,12,Mike Bostock,86,65
2012,12,Mike Bostock,3,3
2012,12,Mike Bostock,4,7
2012,12,Mike Bostock,1,23
2012,12,Mike Bostock,3,3
2012,12,Mike Bostock,30,34
2012,12,Mike Bostock,94,124
2012,12,Mike Bostock,12,15
2012,12,Mike Bostock,484,509
2012,12,Mike Bostock,328,72
2012,12,Jason Davies,543,573
2012,12,Mike Bostock,84,68
2012,12,Mike Bostock,1,1
2012,12,Mike Bostock,15,10
2012,12,Mike Bostock,55,44
2012,12,Mike Bostock,76,23
2012,12,Mike Bostock,80,0
2012,12,Mike Bostock,159,4
2012,12,Jason Davies,7,7
2012,12,Jason Davies,5,5
2012,12,Jason Davies,4,3
2012,12,Jason Davies,28,22
2012,12,Jason Davies,36,57
2012,12,Jason Davies,18,17
2012,12,Jason Davies,191,179
2012,12,Jason Davies,23,31
2012,12,Jason Davies,13,6
2012,12,Mike Bostock,10,4
2012,12,Mike Bostock,90,90
2012,12,Mike Bostock,13,4
2012,12,Mike Bostock,23,17
2012,12,Mike Bostock,29,35
2012,12,Jason Davies,45,83
2012,12,Jason Davies,77,80
2012,12,Jason Davies,738,653
2012,12,Mike Bostock,95,138
2012,12,Mike Bostock,16,4
2012,12,Mike Bostock,2,2
2012,12,Mike Bostock,62,30
2012,12,Mike Bostock,88,63
2012,12,Jason Davies,708,674
2012,12,Mike Bostock,17,17
2012,12,Jason Davies,94,92
2012,12,Mike Bostock,10,8
2012,12,Mike Bostock,126,116
2012,12,Mike Bostock,71,103
2012,12,Mike Bostock,62,5
2012,12,Jason Davies,62,5
2012,12,Mike Bostock,2,4
2012,12,Jason Davies,7,4
2012,12,Jason Davies,30,6
2012,12,Jason Davies,208,4
2012,12,Jason Davies,7,13
2012,12,Jason Davies,272,27
2012,12,Mike Bostock,5,5
2012,12,Jason Davies,5,5
2012,12,Mike Bostock,20,3
2012,12,Mike Bostock,28,4
2012,12,Mike Bostock,13,13
2012,12,Mike Bostock,211,233
2012,12,Mike Bostock,6,6
2012,12,Jason Davies,22,11
2012,12,Jason Davies,1,1
2012,12,Jason Davies,73,105
2012,12,Jason Davies,110,130
2012,12,Jason Davies,40,29
2012,12,Jason Davies,35,15
2012,12,Jason Davies,44,72
2012,12,Jason Davies,61,45
2012,12,Mike Bostock,3,3
2012,12,Jason Davies,70,21
2012,12,Jason Davies,107,83
2012,12,Jason Davies,72,50
2012,12,Jason Davies,18,8
2012,12,Mike Bostock,8,18
2012,11,Jason Davies,36,0
2012,11,Jason Davies,380,235
2012,11,Jason Davies,20,3
2012,11,Jason Davies,4,4
2012,11,Jason Davies,29,12
2012,12,Jason Davies,4,4
2012,12,Jason Davies,43,7
2012,11,Mike Bostock,24,21
2012,11,Mike Bostock,6,6
2012,11,Jason Davies,7,4
2012,11,Jason Davies,30,22
2012,11,Jason Davies,170,117
2012,11,Jason Davies,10,3
2012,11,Jason Davies,9,7
2012,11,Jason Davies,177,133
2012,11,Jason Davies,208,97
2012,11,Jason Davies,13,54
2012,11,Mike Bostock,30,25
2012,11,Mike Bostock,1,34
2012,11,Mike Bostock,18,20
2012,11,Mike Bostock,42,177
2012,11,Mike Bostock,37,47
2012,11,Mike Bostock,6,22
2012,11,Mike Bostock,5,11
2012,11,Mike Bostock,8,8
2012,11,Mike Bostock,8,108
2012,11,Mike Bostock,94,106
2012,11,Mike Bostock,90,95
2012,11,Jason Davies,30,25
2012,11,Jason Davies,3,1
2012,11,Jason Davies,6,0
2012,11,Jason Davies,21,6
2012,11,Jason Davies,15,16
2012,11,Jason Davies,6,5
2012,11,Jason Davies,30,21
2012,11,Jason Davies,3,3
2012,11,Jason Davies,37,26
2012,11,Jason Davies,6,4
2012,11,Jason Davies,15,5
2012,11,Jason Davies,29,8
2012,11,Jason Davies,26,3
2012,11,Jason Davies,11,15
2012,11,Jason Davies,3,3
2012,11,Jason Davies,3,3
2012,11,Jason Davies,11,22
2012,11,Jason Davies,7,6
2012,11,Mike Bostock,4,4
2012,11,Mike Bostock,4,7634
2012,11,Mike Bostock,1558,1882
2012,11,Mike Bostock,57,100
2012,11,Mike Bostock,23,9
2012,11,Mike Bostock,82,41
2012,11,Jason Davies,7,7
2012,11,Jason Davies,3,3
2012,11,Jason Davies,17,12
2012,11,Jason Davies,74,38
2012,11,Jason Davies,23,9
2012,11,Mike Bostock,9,16
2012,11,Mike Bostock,4835,4812
2012,10,Jason Davies,3,3
2012,10,Jason Davies,14,14
2012,10,Mike Bostock,95,60
2012,10,Mike Bostock,33,23
2012,10,Mike Bostock,13,4
2012,10,Mike Bostock,0,14
2012,10,Mike Bostock,150,40
2012,10,Mike Bostock,100,70
2012,10,Mike Bostock,60,45
2012,10,Mike Bostock,25,26
2012,10,Mike Bostock,15,11
2012,10,Mike Bostock,70,6
2012,10,Jason Davies,70,6
2012,10,Mike Bostock,50,58
2012,10,Mike Bostock,12,10
2012,10,Mike Bostock,80,96
2012,10,Mike Bostock,89,88
2012,10,Mike Bostock,141,108
2012,10,Mike Bostock,8,12
2012,10,Mike Bostock,3,3
2012,10,Mike Bostock,23,4
2012,10,Mike Bostock,35,8
2012,10,Mike Bostock,2781,3766
2012,10,Mike Bostock,31,35
2012,10,Mike Bostock,65,109
2012,10,Mike Bostock,221,170
2012,10,Mike Bostock,86,77
2012,10,Mike Bostock,128,31
2012,10,Mike Bostock,106,40
2012,10,Mike Bostock,1,1
2012,10,Mike Bostock,198,42
2012,10,Jason Davies,28,42
2012,10,Jason Davies,212,42
2012,10,Mike Bostock,4,4
2012,10,Mike Bostock,138,138
2012,10,Mike Bostock,208,62
2012,10,Mike Bostock,37,48
2012,10,Jason Davies,29,28
2012,10,Mike Bostock,2,8
2012,10,Mike Bostock,4,5
2012,10,Mike Bostock,4,75
2012,10,Mike Bostock,1,4
2012,10,Mike Bostock,333,355
2012,10,Jason Davies,190,60
2012,10,Mike Bostock,4,127
2012,10,Mike Bostock,3,133
2012,10,Mike Bostock,2325,1359
2012,10,Mike Bostock,388,318
2012,10,Mike Bostock,36,20
2012,10,Jason Davies,19,4
2012,10,Mike Bostock,14,14
2012,10,Mike Bostock,2,2
2012,10,Mike Bostock,311,247
2012,10,Mike Bostock,19,10
2012,10,Mike Bostock,109,90
2012,10,Mike Bostock,23,35
2012,10,Jason Davies,19,10
2012,10,Mike Bostock,82,20
2012,10,Jason Davies,82,20
2012,10,Jason Davies,5,5
2012,10,Jason Davies,16,13
2012,10,Jason Davies,6,6
2012,10,Jason Davies,8,4
2012,10,Jason Davies,10,9
2012,10,Jason Davies,9,10
2012,10,Jason Davies,11,6
2012,10,Mike Bostock,12,7
2012,10,Jason Davies,6,11
2012,10,Mike Bostock,7,12
2012,10,Jason Davies,4,52
2012,10,Jason Davies,17,12
2012,10,Jason Davies,4,17
2012,10,Jason Davies,75,57
2012,10,Jason Davies,614,426
2012,10,Jason Davies,343,426
2012,10,Mike Bostock,5,5
2012,10,Mike Bostock,131,82
2012,10,Mike Bostock,4,4
2012,10,Mike Bostock,276,346
2012,10,Mike Bostock,99,0
2012,10,Mike Bostock,154,38
2012,10,Jason Davies,98,19
2012,9,Mike Bostock,12,8
2012,9,Mike Bostock,12,12
2012,9,Jason Davies,38,54
2012,9,Mike Bostock,64,65
2012,9,Mike Bostock,56,54
2012,9,Jason Davies,20,23
2012,9,Jason Davies,183,176
2012,9,Jason Davies,66,66
